 ------------------------------------------------------------------- ------------- -------- ------ ---------------------------------------------------------------------------------- 
  Name                                                                Method        Scheme   Host   Path                                                                              
  api.bf_marketplace_sales_channel.delete                             DELETE        ANY      ANY    /api/bf-marketplace-sales-channel/{path}                                          
  api.bf_marketplace_sales_channel.list                               GET           ANY      ANY    /api/bf-marketplace-sales-channel{path}                                           
  api.bf_marketplace_sales_channel.search                             POST          ANY      ANY    /api/search/bf-marketplace-sales-channel{path}                                    
  api.bf_marketplace_sales_channel.search-ids                         POST          ANY      ANY    /api/search-ids/bf-marketplace-sales-channel{path}                                
  api.bf_marketplace_sales_channel.create                             POST          ANY      ANY    /api/bf-marketplace-sales-channel{path}                                           
  api.bf_marketplace_settings.detail                                  GET           ANY      ANY    /api/bf-marketplace-settings/{path}                                               
  api.bf_marketplace_settings.update                                  PATCH         ANY      ANY    /api/bf-marketplace-settings/{path}                                               
  api.bf_marketplace_settings.delete                                  DELETE        ANY      ANY    /api/bf-marketplace-settings/{path}                                               
  api.bf_marketplace_settings.list                                    GET           ANY      ANY    /api/bf-marketplace-settings{path}                                                
  api.bf_marketplace_settings.search                                  POST          ANY      ANY    /api/search/bf-marketplace-settings{path}                                         
  api.bf_marketplace_settings.search-ids                              POST          ANY      ANY    /api/search-ids/bf-marketplace-settings{path}                                     
  api.bf_marketplace_settings.create                                  POST          ANY      ANY    /api/bf-marketplace-settings{path}                                                
  api.bf_product_to_delete.detail                                     GET           ANY      ANY    /api/bf-product-to-delete/{path}                                                  
  api.bf_product_to_delete.update                                     PATCH         ANY      ANY    /api/bf-product-to-delete/{path}                                                  
  api.bf_product_to_delete.delete                                     DELETE        ANY      ANY    /api/bf-product-to-delete/{path}                                                  
  api.bf_product_to_delete.list                                       GET           ANY      ANY    /api/bf-product-to-delete{path}                                                   
  api.bf_product_to_delete.search                                     POST          ANY      ANY    /api/search/bf-product-to-delete{path}                                            
  api.bf_product_to_delete.search-ids                                 POST          ANY      ANY    /api/search-ids/bf-product-to-delete{path}                                        
  api.bf_product_to_delete.create                                     POST          ANY      ANY    /api/bf-product-to-delete{path}                                                   
  api.bf_support.detail                                               GET           ANY      ANY    /api/bf-support/{path}                                                            
  api.bf_support.update                                               PATCH         ANY      ANY    /api/bf-support/{path}                                                            
  api.bf_support.delete                                               DELETE        ANY      ANY    /api/bf-support/{path}                                                            
  api.bf_support.list                                                 GET           ANY      ANY    /api/bf-support{path}                                                             
  api.bf_support.search                                               POST          ANY      ANY    /api/search/bf-support{path}                                                      
  api.bf_support.search-ids                                           POST          ANY      ANY    /api/search-ids/bf-support{path}                                                  
  api.bf_support.create                                               POST          ANY      ANY    /api/bf-support{path}                                                             
  api.category.detail                                                 GET           ANY      ANY    /api/category/{path}                                                              
  api.category.update                                                 PATCH         ANY      ANY    /api/category/{path}                                                              
  api.category.delete                                                 DELETE        ANY      ANY    /api/category/{path}                                                              
  api.category.list                                                   GET           ANY      ANY    /api/category{path}                                                               
  api.category.search                                                 POST          ANY      ANY    /api/search/category{path}                                                        
  api.category.search-ids                                             POST          ANY      ANY    /api/search-ids/category{path}                                                    
  api.category.create                                                 POST          ANY      ANY    /api/category{path}                                                               
  api.category_tag.detail                                             GET           ANY      ANY    /api/category-tag/{path}                                                          
  api.category_tag.update                                             PATCH         ANY      ANY    /api/category-tag/{path}                                                          
  api.category_tag.delete                                             DELETE        ANY      ANY    /api/category-tag/{path}                                                          
  api.category_tag.list                                               GET           ANY      ANY    /api/category-tag{path}                                                           
  api.category_tag.search                                             POST          ANY      ANY    /api/search/category-tag{path}                                                    
  api.category_tag.search-ids                                         POST          ANY      ANY    /api/search-ids/category-tag{path}                                                
  api.category_tag.create                                             POST          ANY      ANY    /api/category-tag{path}                                                           
  api.category_translation.detail                                     GET           ANY      ANY    /api/category-translation/{path}                                                  
  api.category_translation.update                                     PATCH         ANY      ANY    /api/category-translation/{path}                                                  
  api.category_translation.delete                                     DELETE        ANY      ANY    /api/category-translation/{path}                                                  
  api.category_translation.list                                       GET           ANY      ANY    /api/category-translation{path}                                                   
  api.category_translation.search                                     POST          ANY      ANY    /api/search/category-translation{path}                                            
  api.category_translation.search-ids                                 POST          ANY      ANY    /api/search-ids/category-translation{path}                                        
  api.category_translation.create                                     POST          ANY      ANY    /api/category-translation{path}                                                   
  api.cms_block.detail                                                GET           ANY      ANY    /api/cms-block/{path}                                                             
  api.cms_block.update                                                PATCH         ANY      ANY    /api/cms-block/{path}                                                             
  api.cms_block.delete                                                DELETE        ANY      ANY    /api/cms-block/{path}                                                             
  api.cms_block.list                                                  GET           ANY      ANY    /api/cms-block{path}                                                              
  api.cms_block.search                                                POST          ANY      ANY    /api/search/cms-block{path}                                                       
  api.cms_block.search-ids                                            POST          ANY      ANY    /api/search-ids/cms-block{path}                                                   
  api.cms_block.create                                                POST          ANY      ANY    /api/cms-block{path}                                                              
  api.cms_page.detail                                                 GET           ANY      ANY    /api/cms-page/{path}                                                              
  api.cms_page.update                                                 PATCH         ANY      ANY    /api/cms-page/{path}                                                              
  api.cms_page.delete                                                 DELETE        ANY      ANY    /api/cms-page/{path}                                                              
  api.cms_page.list                                                   GET           ANY      ANY    /api/cms-page{path}                                                               
  api.cms_page.search                                                 POST          ANY      ANY    /api/search/cms-page{path}                                                        
  api.cms_page.search-ids                                             POST          ANY      ANY    /api/search-ids/cms-page{path}                                                    
  api.cms_page.create                                                 POST          ANY      ANY    /api/cms-page{path}                                                               
  api.cms_page_translation.detail                                     GET           ANY      ANY    /api/cms-page-translation/{path}                                                  
  api.cms_page_translation.update                                     PATCH         ANY      ANY    /api/cms-page-translation/{path}                                                  
  api.cms_page_translation.delete                                     DELETE        ANY      ANY    /api/cms-page-translation/{path}                                                  
  api.cms_page_translation.list                                       GET           ANY      ANY    /api/cms-page-translation{path}                                                   
  api.cms_page_translation.search                                     POST          ANY      ANY    /api/search/cms-page-translation{path}                                            
  api.cms_page_translation.search-ids                                 POST          ANY      ANY    /api/search-ids/cms-page-translation{path}                                        
  api.cms_page_translation.create                                     POST          ANY      ANY    /api/cms-page-translation{path}                                                   
  api.cms_section.detail                                              GET           ANY      ANY    /api/cms-section/{path}                                                           
  api.cms_section.update                                              PATCH         ANY      ANY    /api/cms-section/{path}                                                           
  api.cms_section.delete                                              DELETE        ANY      ANY    /api/cms-section/{path}                                                           
  api.cms_section.list                                                GET           ANY      ANY    /api/cms-section{path}                                                            
  api.cms_section.search                                              POST          ANY      ANY    /api/search/cms-section{path}                                                     
  api.cms_section.search-ids                                          POST          ANY      ANY    /api/search-ids/cms-section{path}                                                 
  api.cms_section.create                                              POST          ANY      ANY    /api/cms-section{path}                                                            
  api.cms_slot.detail                                                 GET           ANY      ANY    /api/cms-slot/{path}                                                              
  api.cms_slot.update                                                 PATCH         ANY      ANY    /api/cms-slot/{path}                                                              
  api.cms_slot.delete                                                 DELETE        ANY      ANY    /api/cms-slot/{path}                                                              
  api.cms_slot.list                                                   GET           ANY      ANY    /api/cms-slot{path}                                                               
  api.cms_slot.search                                                 POST          ANY      ANY    /api/search/cms-slot{path}                                                        
  api.cms_slot.search-ids                                             POST          ANY      ANY    /api/search-ids/cms-slot{path}                                                    
  api.cms_slot.create                                                 POST          ANY      ANY    /api/cms-slot{path}                                                               
  api.cms_slot_translation.detail                                     GET           ANY      ANY    /api/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.update                                     PATCH         ANY      ANY    /api/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.delete                                     DELETE        ANY      ANY    /api/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.list                                       GET           ANY      ANY    /api/cms-slot-translation{path}                                                   
  api.cms_slot_translation.search                                     POST          ANY      ANY    /api/search/cms-slot-translation{path}                                            
  api.cms_slot_translation.search-ids                                 POST          ANY      ANY    /api/search-ids/cms-slot-translation{path}                                        
  api.cms_slot_translation.create                                     POST          ANY      ANY    /api/cms-slot-translation{path}                                                   
  api.country.detail                                                  GET           ANY      ANY    /api/country/{path}                                                               
  api.country.update                                                  PATCH         ANY      ANY    /api/country/{path}                                                               
  api.country.delete                                                  DELETE        ANY      ANY    /api/country/{path}                                                               
  api.country.list                                                    GET           ANY      ANY    /api/country{path}                                                                
  api.country.search                                                  POST          ANY      ANY    /api/search/country{path}                                                         
  api.country.search-ids                                              POST          ANY      ANY    /api/search-ids/country{path}                                                     
  api.country.create                                                  POST          ANY      ANY    /api/country{path}                                                                
  api.country_state.detail                                            GET           ANY      ANY    /api/country-state/{path}                                                         
  api.country_state.update                                            PATCH         ANY      ANY    /api/country-state/{path}                                                         
  api.country_state.delete                                            DELETE        ANY      ANY    /api/country-state/{path}                                                         
  api.country_state.list                                              GET           ANY      ANY    /api/country-state{path}                                                          
  api.country_state.search                                            POST          ANY      ANY    /api/search/country-state{path}                                                   
  api.country_state.search-ids                                        POST          ANY      ANY    /api/search-ids/country-state{path}                                               
  api.country_state.create                                            POST          ANY      ANY    /api/country-state{path}                                                          
  api.country_state_translation.detail                                GET           ANY      ANY    /api/country-state-translation/{path}                                             
  api.country_state_translation.update                                PATCH         ANY      ANY    /api/country-state-translation/{path}                                             
  api.country_state_translation.delete                                DELETE        ANY      ANY    /api/country-state-translation/{path}                                             
  api.country_state_translation.list                                  GET           ANY      ANY    /api/country-state-translation{path}                                              
  api.country_state_translation.search                                POST          ANY      ANY    /api/search/country-state-translation{path}                                       
  api.country_state_translation.search-ids                            POST          ANY      ANY    /api/search-ids/country-state-translation{path}                                   
  api.country_state_translation.create                                POST          ANY      ANY    /api/country-state-translation{path}                                              
  api.country_translation.detail                                      GET           ANY      ANY    /api/country-translation/{path}                                                   
  api.country_translation.update                                      PATCH         ANY      ANY    /api/country-translation/{path}                                                   
  api.country_translation.delete                                      DELETE        ANY      ANY    /api/country-translation/{path}                                                   
  api.country_translation.list                                        GET           ANY      ANY    /api/country-translation{path}                                                    
  api.country_translation.search                                      POST          ANY      ANY    /api/search/country-translation{path}                                             
  api.country_translation.search-ids                                  POST          ANY      ANY    /api/search-ids/country-translation{path}                                         
  api.country_translation.create                                      POST          ANY      ANY    /api/country-translation{path}                                                    
  api.currency.detail                                                 GET           ANY      ANY    /api/currency/{path}                                                              
  api.currency.update                                                 PATCH         ANY      ANY    /api/currency/{path}                                                              
  api.currency.delete                                                 DELETE        ANY      ANY    /api/currency/{path}                                                              
  api.currency.list                                                   GET           ANY      ANY    /api/currency{path}                                                               
  api.currency.search                                                 POST          ANY      ANY    /api/search/currency{path}                                                        
  api.currency.search-ids                                             POST          ANY      ANY    /api/search-ids/currency{path}                                                    
  api.currency.create                                                 POST          ANY      ANY    /api/currency{path}                                                               
  api.currency_country_rounding.detail                                GET           ANY      ANY    /api/currency-country-rounding/{path}                                             
  api.currency_country_rounding.update                                PATCH         ANY      ANY    /api/currency-country-rounding/{path}                                             
  api.currency_country_rounding.delete                                DELETE        ANY      ANY    /api/currency-country-rounding/{path}                                             
  api.currency_country_rounding.list                                  GET           ANY      ANY    /api/currency-country-rounding{path}                                              
  api.currency_country_rounding.search                                POST          ANY      ANY    /api/search/currency-country-rounding{path}                                       
  api.currency_country_rounding.search-ids                            POST          ANY      ANY    /api/search-ids/currency-country-rounding{path}                                   
  api.currency_country_rounding.create                                POST          ANY      ANY    /api/currency-country-rounding{path}                                              
  api.currency_translation.detail                                     GET           ANY      ANY    /api/currency-translation/{path}                                                  
  api.currency_translation.update                                     PATCH         ANY      ANY    /api/currency-translation/{path}                                                  
  api.currency_translation.delete                                     DELETE        ANY      ANY    /api/currency-translation/{path}                                                  
  api.currency_translation.list                                       GET           ANY      ANY    /api/currency-translation{path}                                                   
  api.currency_translation.search                                     POST          ANY      ANY    /api/search/currency-translation{path}                                            
  api.currency_translation.search-ids                                 POST          ANY      ANY    /api/search-ids/currency-translation{path}                                        
  api.currency_translation.create                                     POST          ANY      ANY    /api/currency-translation{path}                                                   
  api.custom_field.detail                                             GET           ANY      ANY    /api/custom-field/{path}                                                          
  api.custom_field.update                                             PATCH         ANY      ANY    /api/custom-field/{path}                                                          
  api.custom_field.delete                                             DELETE        ANY      ANY    /api/custom-field/{path}                                                          
  api.custom_field.list                                               GET           ANY      ANY    /api/custom-field{path}                                                           
  api.custom_field.search                                             POST          ANY      ANY    /api/search/custom-field{path}                                                    
  api.custom_field.search-ids                                         POST          ANY      ANY    /api/search-ids/custom-field{path}                                                
  api.custom_field.create                                             POST          ANY      ANY    /api/custom-field{path}                                                           
  api.custom_field_set.detail                                         GET           ANY      ANY    /api/custom-field-set/{path}                                                      
  api.custom_field_set.update                                         PATCH         ANY      ANY    /api/custom-field-set/{path}                                                      
  api.custom_field_set.delete                                         DELETE        ANY      ANY    /api/custom-field-set/{path}                                                      
  api.custom_field_set.list                                           GET           ANY      ANY    /api/custom-field-set{path}                                                       
  api.custom_field_set.search                                         POST          ANY      ANY    /api/search/custom-field-set{path}                                                
  api.custom_field_set.search-ids                                     POST          ANY      ANY    /api/search-ids/custom-field-set{path}                                            
  api.custom_field_set.create                                         POST          ANY      ANY    /api/custom-field-set{path}                                                       
  api.custom_field_set_relation.detail                                GET           ANY      ANY    /api/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.update                                PATCH         ANY      ANY    /api/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.delete                                DELETE        ANY      ANY    /api/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.list                                  GET           ANY      ANY    /api/custom-field-set-relation{path}                                              
  api.custom_field_set_relation.search                                POST          ANY      ANY    /api/search/custom-field-set-relation{path}                                       
  api.custom_field_set_relation.search-ids                            POST          ANY      ANY    /api/search-ids/custom-field-set-relation{path}                                   
  api.custom_field_set_relation.create                                POST          ANY      ANY    /api/custom-field-set-relation{path}                                              
  api.customer.detail                                                 GET           ANY      ANY    /api/customer/{path}                                                              
  api.customer.update                                                 PATCH         ANY      ANY    /api/customer/{path}                                                              
  api.customer.delete                                                 DELETE        ANY      ANY    /api/customer/{path}                                                              
  api.customer.list                                                   GET           ANY      ANY    /api/customer{path}                                                               
  api.customer.search                                                 POST          ANY      ANY    /api/search/customer{path}                                                        
  api.customer.search-ids                                             POST          ANY      ANY    /api/search-ids/customer{path}                                                    
  api.customer.create                                                 POST          ANY      ANY    /api/customer{path}                                                               
  api.customer_address.detail                                         GET           ANY      ANY    /api/customer-address/{path}                                                      
  api.customer_address.update                                         PATCH         ANY      ANY    /api/customer-address/{path}                                                      
  api.customer_address.delete                                         DELETE        ANY      ANY    /api/customer-address/{path}                                                      
  api.customer_address.list                                           GET           ANY      ANY    /api/customer-address{path}                                                       
  api.customer_address.search                                         POST          ANY      ANY    /api/search/customer-address{path}                                                
  api.customer_address.search-ids                                     POST          ANY      ANY    /api/search-ids/customer-address{path}                                            
  api.customer_address.create                                         POST          ANY      ANY    /api/customer-address{path}                                                       
  api.customer_group.detail                                           GET           ANY      ANY    /api/customer-group/{path}                                                        
  api.customer_group.update                                           PATCH         ANY      ANY    /api/customer-group/{path}                                                        
  api.customer_group.delete                                           DELETE        ANY      ANY    /api/customer-group/{path}                                                        
  api.customer_group.list                                             GET           ANY      ANY    /api/customer-group{path}                                                         
  api.customer_group.search                                           POST          ANY      ANY    /api/search/customer-group{path}                                                  
  api.customer_group.search-ids                                       POST          ANY      ANY    /api/search-ids/customer-group{path}                                              
  api.customer_group.create                                           POST          ANY      ANY    /api/customer-group{path}                                                         
  api.customer_group_registration_sales_channels.detail               GET           ANY      ANY    /api/customer-group-registration-sales-channels/{path}                            
  api.customer_group_registration_sales_channels.update               PATCH         ANY      ANY    /api/customer-group-registration-sales-channels/{path}                            
  api.customer_group_registration_sales_channels.delete               DELETE        ANY      ANY    /api/customer-group-registration-sales-channels/{path}                            
  api.customer_group_registration_sales_channels.list                 GET           ANY      ANY    /api/customer-group-registration-sales-channels{path}                             
  api.customer_group_registration_sales_channels.search               POST          ANY      ANY    /api/search/customer-group-registration-sales-channels{path}                      
  api.customer_group_registration_sales_channels.search-ids           POST          ANY      ANY    /api/search-ids/customer-group-registration-sales-channels{path}                  
  api.customer_group_registration_sales_channels.create               POST          ANY      ANY    /api/customer-group-registration-sales-channels{path}                             
  api.customer_group_translation.detail                               GET           ANY      ANY    /api/customer-group-translation/{path}                                            
  api.customer_group_translation.update                               PATCH         ANY      ANY    /api/customer-group-translation/{path}                                            
  api.customer_group_translation.delete                               DELETE        ANY      ANY    /api/customer-group-translation/{path}                                            
  api.customer_group_translation.list                                 GET           ANY      ANY    /api/customer-group-translation{path}                                             
  api.customer_group_translation.search                               POST          ANY      ANY    /api/search/customer-group-translation{path}                                      
  api.customer_group_translation.search-ids                           POST          ANY      ANY    /api/search-ids/customer-group-translation{path}                                  
  api.customer_group_translation.create                               POST          ANY      ANY    /api/customer-group-translation{path}                                             
  api.customer_recovery.detail                                        GET           ANY      ANY    /api/customer-recovery/{path}                                                     
  api.customer_recovery.update                                        PATCH         ANY      ANY    /api/customer-recovery/{path}                                                     
  api.customer_recovery.delete                                        DELETE        ANY      ANY    /api/customer-recovery/{path}                                                     
  api.customer_recovery.list                                          GET           ANY      ANY    /api/customer-recovery{path}                                                      
  api.customer_recovery.search                                        POST          ANY      ANY    /api/search/customer-recovery{path}                                               
  api.customer_recovery.search-ids                                    POST          ANY      ANY    /api/search-ids/customer-recovery{path}                                           
  api.customer_recovery.create                                        POST          ANY      ANY    /api/customer-recovery{path}                                                      
  api.customer_tag.detail                                             GET           ANY      ANY    /api/customer-tag/{path}                                                          
  api.customer_tag.update                                             PATCH         ANY      ANY    /api/customer-tag/{path}                                                          
  api.customer_tag.delete                                             DELETE        ANY      ANY    /api/customer-tag/{path}                                                          
  api.customer_tag.list                                               GET           ANY      ANY    /api/customer-tag{path}                                                           
  api.customer_tag.search                                             POST          ANY      ANY    /api/search/customer-tag{path}                                                    
  api.customer_tag.search-ids                                         POST          ANY      ANY    /api/search-ids/customer-tag{path}                                                
  api.customer_tag.create                                             POST          ANY      ANY    /api/customer-tag{path}                                                           
  api.customer_wishlist.detail                                        GET           ANY      ANY    /api/customer-wishlist/{path}                                                     
  api.customer_wishlist.update                                        PATCH         ANY      ANY    /api/customer-wishlist/{path}                                                     
  api.customer_wishlist.delete                                        DELETE        ANY      ANY    /api/customer-wishlist/{path}                                                     
  api.customer_wishlist.list                                          GET           ANY      ANY    /api/customer-wishlist{path}                                                      
  api.customer_wishlist.search                                        POST          ANY      ANY    /api/search/customer-wishlist{path}                                               
  api.customer_wishlist.search-ids                                    POST          ANY      ANY    /api/search-ids/customer-wishlist{path}                                           
  api.customer_wishlist.create                                        POST          ANY      ANY    /api/customer-wishlist{path}                                                      
  api.customer_wishlist_product.detail                                GET           ANY      ANY    /api/customer-wishlist-product/{path}                                             
  api.customer_wishlist_product.update                                PATCH         ANY      ANY    /api/customer-wishlist-product/{path}                                             
  api.customer_wishlist_product.delete                                DELETE        ANY      ANY    /api/customer-wishlist-product/{path}                                             
  api.customer_wishlist_product.list                                  GET           ANY      ANY    /api/customer-wishlist-product{path}                                              
  api.customer_wishlist_product.search                                POST          ANY      ANY    /api/search/customer-wishlist-product{path}                                       
  api.customer_wishlist_product.search-ids                            POST          ANY      ANY    /api/search-ids/customer-wishlist-product{path}                                   
  api.customer_wishlist_product.create                                POST          ANY      ANY    /api/customer-wishlist-product{path}                                              
  api.dead_message.detail                                             GET           ANY      ANY    /api/dead-message/{path}                                                          
  api.dead_message.update                                             PATCH         ANY      ANY    /api/dead-message/{path}                                                          
  api.dead_message.delete                                             DELETE        ANY      ANY    /api/dead-message/{path}                                                          
  api.dead_message.list                                               GET           ANY      ANY    /api/dead-message{path}                                                           
  api.dead_message.search                                             POST          ANY      ANY    /api/search/dead-message{path}                                                    
  api.dead_message.search-ids                                         POST          ANY      ANY    /api/search-ids/dead-message{path}                                                
  api.dead_message.create                                             POST          ANY      ANY    /api/dead-message{path}                                                           
  api.delivery_time.detail                                            GET           ANY      ANY    /api/delivery-time/{path}                                                         
  api.delivery_time.update                                            PATCH         ANY      ANY    /api/delivery-time/{path}                                                         
  api.delivery_time.delete                                            DELETE        ANY      ANY    /api/delivery-time/{path}                                                         
  api.delivery_time.list                                              GET           ANY      ANY    /api/delivery-time{path}                                                          
  api.delivery_time.search                                            POST          ANY      ANY    /api/search/delivery-time{path}                                                   
  api.delivery_time.search-ids                                        POST          ANY      ANY    /api/search-ids/delivery-time{path}                                               
  api.delivery_time.create                                            POST          ANY      ANY    /api/delivery-time{path}                                                          
  api.delivery_time_translation.detail                                GET           ANY      ANY    /api/delivery-time-translation/{path}                                             
  api.delivery_time_translation.update                                PATCH         ANY      ANY    /api/delivery-time-translation/{path}                                             
  api.delivery_time_translation.delete                                DELETE        ANY      ANY    /api/delivery-time-translation/{path}                                             
  api.delivery_time_translation.list                                  GET           ANY      ANY    /api/delivery-time-translation{path}                                              
  api.delivery_time_translation.search                                POST          ANY      ANY    /api/search/delivery-time-translation{path}                                       
  api.delivery_time_translation.search-ids                            POST          ANY      ANY    /api/search-ids/delivery-time-translation{path}                                   
  api.delivery_time_translation.create                                POST          ANY      ANY    /api/delivery-time-translation{path}                                              
  api.document.detail                                                 GET           ANY      ANY    /api/document/{path}                                                              
  api.document.update                                                 PATCH         ANY      ANY    /api/document/{path}                                                              
  api.document.delete                                                 DELETE        ANY      ANY    /api/document/{path}                                                              
